FC13603,IN0910022620,SC Siseya Kala,402358
FC13556,IN0910027455,SC Baslipur,404096
FC13573,IN0910022925,SC Mudiya Puja Gao,404059
FC13561,IN0910022887,SC Cherassi,404090
FC13562,IN0910022829,SC Daudpur,404054
FC13568,IN0910022798,SC Kap Kishanpur,403878
FC13579,IN0910022780,SC Raipur,404073
FC13545,IN0910023241,SC Kotkherwa,402580
FC13532,IN0910027488,SC Allipur,402559
FC13506,IN0910023247,SC Babufaram,402297
FC13510,IN0910023220,SC Chcttipur,402310
FC13522,IN0910023213,SC Mustafabaad,402299
FC13511,IN0910023206,SC Jalalpur,402306
FC13528,IN0910027474,SC Sansarpur,402322
FC13526,IN0910022537,SC Rampur Kothi,402312
FC13527,IN0910022531,SC Roshannagar,402315
FC22407,IN0910022216,SC Haskhor,404229
FC22415,IN0910009261,SC Motipakad Srikant,404238
FC22383,IN0910022037,SC Jawahi Dayal,404896
FC22311,IN0910022466,SC Barawa Kala,405135
FC22333,IN0910022173,SC Sakhwaniya,405226
FC22313,IN0910022154,SC Batardera,405225
FC22337,IN0910009249,SC Shayampur,405223
FC22250,IN0910022342,SC Rampur Bagnar,403665
FC22185,IN0910009305,SC Sakrauli,404636
FC22167,IN0910009266,SC Bhaisahai,404835
FC22158,IN0910009296,SC Mahuawa Bujurg,404144
FC22122,IN0910009334,SC Doghara,404951
FC13489,IN0910009213,SC Kasiya,399985
FC13499,IN0910009212,SC Singhiya Bharwari,399992
FC13482,IN0910009207,SC Afjalpurwari,399982
FC13486,IN0910009206,SC Jubra,399941
FC13480,IN0910027298,SC Tikara,399480
FC13469,IN0910009189,SC Hinauta,399484
FC13460,IN0910009187,SC Ajrauli,399490
FC13457,IN0910009038,SC Tarapur,399475
FC13455,IN0910009037,SC Shergarh,399472
FC13435,IN0910009151,SC Asrawalkalan,399473
FC13447,IN0910009149,SC Madaripur,399476
FC13444,IN0910009148,SC Karenda,399471
FC13439,IN0910009147,SC Baximoda,399474
FC13443,IN0910009134,SC Jawaharnagar,399457
FC13418,IN0910009043,SC Gouhani,399445
FC13417,IN0910009105,SC Chaphua,399443
FC13416,IN0910009099,SC Birouli,399437
FC13427,IN0910009090,SC Saiyadsarawan,399439
FC13341,IN0910009040,SC Kathula,398938
FC13347,IN0910009039,SC Neewa,398889
FC13349,IN0910009196,SC Pipalgaon,398902
FC13342,IN0910027304,SC Kotwa,398913
FC13329,IN0910027302,SC Ashrauli,398927
FC13330,IN0910009195,SC Bamrauli,398935
FC13353,IN0910009194,SC Tikri,398933
FC13338,IN0910027325,SC Janka,398929
FC13348,IN0910009128,SC Pawan,398919
FC13345,IN0910009127,SC Mandari,398922
FC13331,IN0910009125,SC Bhagwatpur,398901
FC13354,IN0910009124,SC Tiyra,398892
FC13340,IN0910009123,SC Kathgaon,398915
FC13350,IN0910009119,SC Sallahpur,398925
FC13336,IN0910009118,SC Fatehpur Ghat,398890
FC13344,IN0910009116,SC Manauri,398917
FC13332,IN0910009109,SC Chail ii,398899
FC13324,IN0910008983,SC Nagla Moti,402113
FC13295,IN0910021581,SC Samothi,401989
FC13259,IN0910021662,SC Bastar,401813
FC13268,IN0910021606,SC Hasanpur,401769
FC13219,IN0910021587,SC Kutubpur,400954
FC13187,IN0910023444,SC Tikri Kadarganj Kham Ganga Par,401968
FC13159,IN0910023448,SC Allipur Abhaypura,401993
FC13996,IN0910021911,SC Bhikampur,330833
FC13968,IN0910027516,SC Jakhaura F W,330765
FC13149,IN0910023060,SC Nadhia Khurd,404411
FC13158,IN0910023009,SC Veeramau,404406
FC13138,IN0910022697,SC Ghaimau,404420
FC13151,IN0910026989,SC Sakerva,420977
FC13058,IN0910023187,SC Hathai,403837
FC13048,IN0910023172,SC Baradaulatpur,403830
FC13052,IN0910023015,SC Dahali,403832
FC13056,IN0910027098,SC Ettra,403839
FC13064,IN0910022905,SC Lalpur,403841
FC13054,IN0910022878,SC Dewara,403920
FC13044,IN0910027067,SC Akbarpur,403838
FC13053,IN0910027003,SC Dewali,403833
FC13045,IN0910022461,SC Balahpara,420957
FC13057,IN0910022452,SC Girshi,403826
FC12995,IN0910023278,SC Halamu,404440
FC12992,IN0910026997,SC Dewha,404439
FC12907,IN0910022836,SC Budhanpur,404349
FC12860,IN0910023130,SC Akbarpur Seng,404445
FC12861,IN0910027077,SC Akin,404816
FC12881,IN0910022914,SC Khadumau,404812
FC12833,IN0910027225,SC Kadari,403578
FC12852,IN0910022988,SC Sabhua,403537
FC12842,IN0910022983,SC Kuriya,403590
FC12858,IN0910022748,SC Teekarmagai,403588
FC12848,IN0910022567,SC Patheuri,403545
FC12828,IN0910022445,SC Hardauli,403587
FC12859,IN0910022432,SC Udaypur,403582
FC12770,IN0910023183,SC Aranjhami,403477
FC12771,IN0910027166,SC Aseniya,403505
FC12789,IN0910027164,SC Desarh,403492
FC12792,IN0910027162,SC Gazipur,403475
FC12778,IN0910027153,SC Bhauhar,403507
FC12781,IN0910027104,SC Birankhera,403476
FC12773,IN0910023006,SC Baraigarh,403482
FC12798,IN0910027068,SC Kudani,403478
FC12796,IN0910022776,SC Hazipurkadim,403481
FC12790,IN0910022659,SC Dhamna Bugurg,403521
FC12788,IN0910022465,SC Daulatpur,403485
FC12795,IN0910024091,SC Harbaspur,403519
FC12563,IN0910022147,SC Bibiyapur,389650
FC12633,IN0910022226,SC Gurugaon,391734
FC12553,IN0910022247,SC Sahjadpur,389218
FC15836,IN0910013663,SC Gautora,393797
FC15821,IN0910013916,SC Sabjipur,393741
FC15748,IN0910027537,SC Salempur,395842
FC15667,IN0910027600,SC Guldiya,395182
FC15687,IN0910013854,SC Zahidpur,395184
FC14373,IN0910002427,SC Jaiti Khera,395145
FC14386,IN0910002411,SC Paharpur,413297
FC25882,IN0910002407,SC Kharika,0
FC25893,IN0910002454,SC Nagaram 2nd,0
FC25892,IN0910002208,SC Nagram 1st,0
FC14330,IN0910002205,SC Navi Nagar,397260
FC14314,IN0910002196,SC Gadha,397264
FC14275,IN0910002474,SC Jamaulia,422154
FC14278,IN0910002467,SC Kolwa,422564
FC14242,IN0910002482,SC Katauli J Nagar,413285
FC14225,IN0910002479,SC Bhadesesmau,413281
FC14228,IN0910002472,SC Dilwarnagar,413283
FC14256,IN0910002469,SC Rahimabad,413273
FC14223,IN0910002235,SC Baki Nagar,413271
FC14198,IN0910002655,SC Ghoshalpur,393731
FC14201,IN0910028340,SC Jagatpur,393667
FC14200,IN0910002143,SC Int Gaon,393758
FC14186,IN0910002584,SC Selhu Mou,397544
FC14159,IN0910002366,SC Dauda Mau,397526
FC14169,IN0910002353,SC Husen Pur,397502
FC14167,IN0910002349,SC Hardioya,397491
FC25876,IN0910002657,SC Sikandarpur,0
FC25877,IN0910002654,SC Bahadurpur,2053406
FC14137,IN0910002590,SC Dugwar,391666
FC14130,IN0910002578,SC Amrai Gaon,391620
FC25879,IN0910002367,SC Mohibullapur,2053376
FC14133,IN0910002363,SC Bhitauli,391669
FC25873,IN0910002362,SC Kamta,2053385
FC14144,IN0910002360,SC Mehaura,391642
FC25871,IN0910002358,SC Smileganj,0
FC25870,IN0910002355,SC Chadan,0
FC14139,IN0910002348,SC Hardasi Khera,391551
FC25867,IN0910002337,SC Chinhat 1st,0
FC25869,IN0910002137,SC Takrohi,0
FC14134,IN0910002134,SC Chinhat2,0
FC25868,IN0910002132,SC Matiyari,2053378
FC21822,IN0910012239,SC Barbhuli,403552
FC21845,IN0910012231,SC Pachpahra,417336
FC21833,IN0910027758,SC Geondi,403542
FC21834,IN0910027757,SC Kahara,403553
FC21857,IN0910009732,SC Sirsikalan,410310
FC21858,IN0910027748,SC Sirsi Khurd,403551
FC21842,IN0910009723,SC Mawai Khurd,410315
FC21838,IN0910009670,SC Khana,403550
FC21829,IN0910009663,SC Chichara,410313
FC21787,IN0910027704,SC Budhoura,403569
FC21798,IN0910009686,SC Luhedi,403565
FC21807,IN0910009638,SC Pipra  Maaf,403564
FC14678,IN0910009549,SC Pakadi Siswa,401710
FC14667,IN0910009526,SC Chiuraha,401701
FC14672,IN0910009505,SC Khesrari,401489
FC14647,IN0910009533,SC Dharmauli,401902
FC14660,IN0910009525,SC Siswa Munsi,401920
FC14650,IN0910009515,SC Katrari,401909
FC14651,IN0910009498,SC Lakhima,401904
FC14657,IN0910012179,SC Partawal,401901
FC32300,IN0910028075,SC Partawl P K,2064123
FC14623,IN0910009541,SC Mahadeiya,401473
FC14594,IN0910009551,SC Bhothyahi,401727
FC14570,IN0910009372,SC Hardidali,427948
FC14565,IN0910012148,SC Barwa Kala,401448
FC14494,IN0910009623,SC Dasrathpur,401322
FC14467,IN0910009578,SC Barigav,401298
FC14469,IN0910009572,SC Basparnutan,401312
FC14483,IN0910012164,SC Mirzapurpakadi,401314
FC14480,IN0910012147,SC Laxmipurdeurwa,401313
FC14464,IN0910009491,SC Thakur Nagar,401343
FC14436,IN0910009490,SC Purandar Pur,401118
FC14425,IN0910009480,SC Chitahi Khurd,401143
FC14418,IN0910027658,SC Baluwa,427954
FC14438,IN0910009473,SC Rigauli,401139
FC14430,IN0910009454,SC Khajurgawa,401138
FC14440,IN0910009452,SC Sonaura Bujurg,427945
FC14420,IN0910009392,SC Baraipar,401140
FC14439,IN0910009385,SC Sikandrajeetpur,401117
FC14426,IN0910009375,SC Geruee Khurd,401142
FC14889,IN0910011282,SC Viyontikhurd,395903
FC14880,IN0910012381,SC Lalupur,395901
FC14798,IN0910012406,SC Khuni,396262
FC14806,IN0910012397,SC Kusumara,396245
FC14763,IN0910012494,SC Parigawa,395931
FC14732,IN0910027808,SC Ambarpur,390067
FC14749,IN0910012424,SC Shahjhanpur,390077
FC14711,IN0910011162,SC Himayupur,393790
FC14708,IN0910012476,SC Dharmangatpur,393891
FC14710,IN0910012434,SC Gariya,393871
FC14698,IN0910011296,SC Prahaldpur,396221
FC20296,IN0910012971,SC Kosi Dehat,401059
FC20271,IN0910012947,SC Jaysinpura,401042
FC20242,IN0910012552,SC Aiyrakhera,401369
FC20238,IN0910012974,SC Radhakund,401578
FC20220,IN0910027839,SC Adig,401576
FC20235,IN0910012691,SC Palai,401577
FC20228,IN0910012689,SC Koshi Kurda,401563
FC20192,IN0910012979,SC Daharoli,400975
FC20200,IN0910012839,SC Sainva,400964
FC20180,IN0910012984,SC Shahjadpur,401207
FC20144,IN0910012710,SC Baroli,401513
FC15095,IN0910013168,SC Chakara,331099
FC15059,IN0910012991,SC Rainee,331077
FC15062,IN0910012987,SC Salahabad,331069
FC15037,IN0910013058,SC Nagari Par,331052
FC14998,IN0910013192,SC Chorpa Khurd,331020
FC14995,IN0910013185,SC Ali Nagar,331019
FC14976,IN0910013222,SC Etaura Bibipur,330979
FC14992,IN0910013060,SC Sipah,330980
FC14971,IN0910013169,SC Uphrauli,330968
FC14930,IN0910013014,SC Khadichcha,330918
FC15271,IN0910013307,SC Partapur,331326
FC15259,IN0910028352,SC Tigari,331291
FC15207,IN0910013369,SC Naglakbulpur,331232
FC15168,IN0910028386,SC Goon,331205
FC15629,IN0910010068,SC Imiliya Khurd,388973
FC15620,IN0910010058,SC Bhaguati Deyee,388978
FC15642,IN0910009959,SC Sonbarsa,388900
FC15599,IN0910010008,SC Tendua,389825
FC15557,IN0910009908,SC Tulapur,388153
FC1413,IN0910004668,PHC Dyodhi Vajidpur,417366
FC1415,IN0910004556,PHC Patei Khalsa,417363
FC1414,IN0910004560,PHC Kailsa,417365
FC1416,IN0910004573,PHC Rajabpur,417362
FC1421,IN0910004796,PHC Mohamdabad,410212
FC1419,IN0910004846,PHC Ghasara,410214
FC1423,IN0910004837,PHC Kudarkot,410206
FC1422,IN0910004841,PHC Bhaidpur,410207
FC1439,IN0910004738,PHC Gangdaspur,410197
FC1441,IN0910004743,PHC Sanfar,410194
FC1427,IN0910004807,PHC Shahabda,410217
FC1425,IN0910004787,PHC Khanpur,410216
FC1428,IN0910004721,PHC Kakor,410210
FC1430,IN0910004726,PHC Saundhemau,410211
FC1429,IN0910004758,PHC Phaphund,410208
FC1443,IN0910004759,PHC Dewarpur,410209
FC1444,IN0910004766,PHC Purwasujan,410199
FC1433,IN0910004767,PHC Ruruganj,410198
FC1438,IN0910004771,PHC Bela,2028335
FC1431,IN0910004793,PHC Asjana,410201
FC1432,IN0910004847,PHC Gura,410202
FC1435,IN0910004702,PHC Sahayal,410204
FC1436,IN0910004739,PHC Yaqubpur,410203
FC1445,IN0910012227,PHC Add Kumarganj,432670
FC1447,IN0910012336,PHC Amaniganj,432671
FC1446,IN0910012344,PHC Addgaddopur,432672
FC1449,IN0910012221,PHC Addkochha,432662
FC1448,IN0910012224,PHC Addchaure Chandauli,432661
FC1450,IN0910012211,PHC Addkhadbhadiya,432680
FC1453,IN0910004860,PHC Addkotsarai,432663
FC1454,IN0910004880,PHC Addmaushiwala,432664
FC1455,IN0910004885,PHC Addranibazar,432666
FC1452,IN0910012306,PHC Addbhartkund,432665
FC1458,IN0910012220,PHC Addsaidpur,432677
FC1459,IN0910027876,PHC Addumapur,432676
FC1457,IN0910012413,PHC Addpurekamgaar,432679
FC1460,IN0910012293,PHC Addarwat,432668
FC1461,IN0910012400,PHC Addmahboobganj,432667
FC25831,IN0910012244,PHC Sarai Dhanethi,2030342
FC1464,IN0910004950,PHC Addsantipur,432657
FC1462,IN0910004956,PHC Add Darshan Nager,432658
FC1463,IN0910012339,PHC Add Madana,432656
FC1466,IN0910004853,PHC Addshujaganj,432660
FC1465,IN0910012317,PHC Addahiyar,432659
FC1467,IN0910004915,PHC Addbadagawan,432655
FC1472,IN0910004906,PHC Pachiyana,432675
FC1469,IN0910012251,PHC Addhaidarganj,432674
FC1470,IN0910012285,PHC Addpanbharia,432673
FC1487,IN0910012686,PHC Kusmahara,429191
FC1490,IN0910005088,PHC Amuari,429195
FC1542,IN0910005128,PHC Azamatgarh,378711
FC1498,IN0910012649,PHC Khanpur Bhagatpatti,429200
FC1496,IN0910012609,PHC Jamin Fhrinada,429201
FC1497,IN0910012631,PHC Kandharapur,429202
FC1499,IN0910012452,PHC Chakiya Palthi,462170
FC1500,IN0910012823,PHC Rajapur,2062128
FC1477,IN0910012819,PHC Pushpnagar,2062127
FC1501,IN0910012606,PHC Hazipur,462179
FC31670,IN0910012851,PHC Raunapar,462178
FC1478,IN0910012605,PHC Hadrabad,0
FC1504,IN0910012472,PHC Chakrepanpur,429175
FC1503,IN0910005137,PHC Badhalganj,429174
FC1507,IN0910012701,PHC Madiypar,462168
FC1505,IN0910005126,PHC Atraith,462166
FC1508,IN0910005151,PHC Bewhara,462157
FC1509,IN0910012523,PHC Cheware,462160
FC1548,IN0910012688,PHC Lahua,2030394
FC1553,IN0910012556,PHC Devara Jadid,429164
FC1511,IN0910012877,PHC Shankarpur,429163
FC1514,IN0910012811,PHC Phulesh,429189
FC1512,IN0910005146,PHC Barauna,429187
FC1513,IN0910012696,PHC Larpur Chitara,429188
FC1518,IN0910012800,PHC Pandha,462162
FC1517,IN0910012633,PHC Karihani,462164
FC1521,IN0910012858,PHC Sanjarpur,429177
FC1519,IN0910012652,PHC Kharawa,429176
FC480,IN0910012756,PHC Mirzapur,378706
FC1524,IN0910012771,PHC Nandanw,429185
FC481,IN0910005044,PHC Mohammadpur,378708
FC1522,IN0910012626,PHC Kalanderpur,429183
FC1484,IN0910012639,PHC Khandaura,462176
FC1528,IN0910012856,PHC Salarpur,462175
FC1529,IN0910012661,PHC Khariha,429180
FC1545,IN0910012846,PHC Rani Ki Sarai,378707
FC1530,IN0910012783,PHC Nizamabad,429182
FC1531,IN0910012918,PHC Uchi Gogan,429181
FC1535,IN0910012864,PHC Shagarh,429168
FC1555,IN0910012861,PHC Sathion,378702
FC1534,IN0910012779,PHC Nathi,429170
FC1532,IN0910012730,PHC Mahuwa,429171
FC25268,IN0910013114,UPHC Mubarakpur,454369
FC1537,IN0910012671,PHC Koenhawa,429172
FC1536,IN0910005114,PHC Atapur,429173
FC1539,IN0910012449,PHC Bibipur,429206
FC1538,IN0910005113,PHC Arawakhurd,429208
FC1544,IN0910012913,PHC Tarawa,378714
FC1556,IN0910012915,PHC Thekama,378716
FC1486,IN0910005149,PHC Belur,429205
FC1540,IN0910012584,PHC Godhara,429204
FC1541,IN0910012589,PHC Gomadhi,429203
FC32412,IN0910005239,PHC Fejpur Ninana,2024110
FC1559,IN0910005253,PHC Gwalikhera,378201
FC1557,IN0910005304,PHC Agarwal Mandi Tatiri,378198
FC1562,IN0910005212,PHC Bijrol,378191
FC1578,IN0910005226,PHC Kandera,378193
FC1561,IN0910005299,PHC Baoli,378190
FC1563,IN0910005301,PHC Kishanpur Baral,378196
FC1564,IN0910005211,PHC Daha,425588
FC1566,IN0910005218,PHC Mulsum,378213
FC1565,IN0910005265,PHC Doghat,378214
FC1570,IN0910005232,PHC Ramala,378185
FC1568,IN0910005290,PHC Adrash Nangla,378188
FC1569,IN0910005298,PHC Kirthal,378186
FC1572,IN0910005313,PHC Rataul,378205
FC1575,IN0910005314,PHC Khekra,425589
FC1573,IN0910005278,PHC Aminagar Sarai,425586
FC1576,IN0910005280,CHC Daula,2031547
FC1616,IN0910005354,PHC Amwa Husainpur,403414
FC1619,IN0910005372,PHC Badhiya Kala,403416
FC1597,IN0910005501,PHC Motipur,410007
FC1596,IN0910005488,PHC Laukahi,410006
FC1595,IN0910005351,PHC Aamba Vishunapur,410005
FC1625,IN0910013477,PHC Semari Ghatahi,410008
FC1599,IN0910013514,PHC Urra,410010
FC1598,IN0910013498,PHC Sujauli,410009
FC1610,IN0910005362,PHC Babagabj,403417
FC1600,IN0910024941,PHC Nawabganj,403419
FC1581,IN0910013437,PHC Rupaidhia,403418
FC1628,IN0910005512,PHC Narsinghdiha,410025
FC1615,IN0910024151,PHC Matera,410024
FC1627,IN0910005321,PHC Laxmapur Shankar Pur,410026
FC1629,IN0910005407,PHC Chaukasahar,410034
FC1630,IN0910005444,PHC Intaha,410029
FC1632,IN0910013428,PHC Rampur Dhobiyahar,410031
FC1617,IN0910013485,PHC Shivpur,410028
FC1689,IN0910013862,PHC Kotwa,412252
FC1639,IN0910014020,PHC Srinagar,407240
FC1638,IN0910014545,PHC Dube Chhapra,407381
FC1701,IN0910014551,PHC Nawranga,407379
FC1641,IN0910013739,PHC Mangalpura,407372
FC1640,IN0910014510,PHC Kharawani,407370
FC1702,IN0910014511,PHC Chandpur,407236
FC1704,IN0910013646,PHC Bellhri,407161
FC1643,IN0910013807,PHC Jawahi,407163
FC1699,IN0910013708,PHC Beruarbari,412246
FC1645,IN0910014557,PHC Sukhpura,407235
FC1644,IN0910014558,PHC Mairitar,407368
FC1646,IN0910013650,PHC Kureji,407209
FC514,IN0910014543,PHC Chilkahar,412250
FC1649,IN0910014599,PHC Uchera,407207
FC1652,IN0910013913,PHC Shipur Diyar Basti,407160
FC1651,IN0910014613,PHC Shipur Diyar Gangapar,407158
FC1653,IN0910013553,PHC Chandpur,407172
FC1655,IN0910014514,PHC Jagdevpur,407176
FC1656,IN0910014579,PHC Khharhatar,407174
FC1658,IN0910013723,PHC Sagarpali,407191
FC1637,IN0910013728,PHC Basantpur,2033143
FC1659,IN0910013875,PHC Badagawn,407365
FC517,IN0910014037,PHC Maniyar,412255
FC1693,IN0910013624,PHC Murli Chhapra,412253
FC1663,IN0910013799,PHC Tola Siwanrai,407377
FC1661,IN0910013809,PHC Jai Prakash Nagar,0
FC1662,IN0910013814,PHC Karn Chhapra,407239
FC1706,IN0910014007,PHC Lalganj,407378
FC1665,IN0910013586,PHC Kasodar,407217
FC1668,IN0910013590,PHC Malipur Camp,407213
FC1664,IN0910023329,PHC Bhimpura No 2,407215
FC1696,IN0910013600,PHC Nagra,412248
FC1667,IN0910013959,PHC Kishoorganj,407221
FC1707,IN0910013965,PHC Indoli Malkoli,407219
FC1666,IN0910013974,PHC Khandwa,407218
FC1672,IN0910013871,PHC Nawanagar,407228
FC1674,IN0910013715,PHC Kharasara,407364
FC1694,IN0910014502,PHC Pandah,407155
FC1675,IN0910014622,PHC Pur,407231
FC1708,IN0910013572,PHC Kotwari,407223
FC1677,IN0910013915,PHC Jaam,407227
FC1709,IN0910013654,PHC Bhopalpur,407237
FC1680,IN0910013669,PHC Kusaurikala,407375
FC1685,IN0910013774,PHC Pashuhari,407201
FC1682,IN0910013784,PHC Farsatar,407198
FC1683,IN0910014521,PHC Kakaraso,407194
FC1687,IN0910013816,PHC Chitbadaganw,407178
FC1712,IN0910013992,PHC Sohawn,407181
FC1710,IN0910014588,PHC Chora Kathariya,407182
FC1741,IN0910014172,PHC Amrahwa,399599
FC1745,IN0910023351,PHC Balrampur Jokahiya,399596
FC1713,IN0910028552,PHC Hariharganj Gidharaiya,399597
FC1742,IN0910014181,PHC Baghni,399598
FC1714,IN0910014193,PHC Seseai,399601
FC1715,IN0910005585,PHC Itairampur,399589
FC1716,IN0910023340,PHC Mahuwa Bazar Rasulabad,399590
FC1735,IN0910005593,PHC Janakpur,2030180
FC1717,IN0910014185,PHC Nachura,399578
FC1718,IN0910014385,PHC Pipra,399577
FC1720,IN0910014249,PHC Manipur Sahijana,399581
FC1721,IN0910014294,PHC Mathura Bazar,399583
FC1719,IN0910014437,PHC Gugouli,399584
FC1743,IN0910014452,PHC Baldev Nagar,399582
FC1737,IN0910014421,PHC Mankaura,0
FC1724,IN0910014428,PHC Rehrajungal,399594
FC1722,IN0910014440,PHC Bhagwanpur Khadar,399595
FC1732,IN0910014253,PHC Rehra Bazar,399585
FC1734,IN0910014321,PHC Ovarideeh,0
FC1725,IN0910014438,PHC Saraikhas,399586
FC1726,IN0910014219,PHC Puraina Wajid,399576
FC1733,IN0910014399,PHC Mahdeyia,399574
FC1728,IN0910005591,PHC Kauwapur,399591
FC32234,IN0910023336,PHC Rajwapur Sahiyapur,2030182
FC1738,IN0910014334,PHC Bankatwa,0
FC1727,IN0910014342,PHC Gulriha Hisampur,399593
FC1730,IN0910014344,PHC Manapar Baheria,399579
FC1731,IN0910014349,PHC Pipra Ekdanga,399580
FC1747,IN0910005654,PHC Bhabhuwa,378231
FC1756,IN0910005778,PHC Pakharauli,2030363
FC1750,IN0910005780,PHC Shiv,378229
FC1746,IN0910027969,PHC Ahar,378228
FC1759,IN0910005627,PHC Acharaund,378208
FC1760,IN0910005732,PHC Badokhar Khurd,378203
FC1763,IN0910005749,PHC Lama,378204
FC1765,IN0910005751,PHC Mataundh,378209
FC1761,IN0910005760,PHC Goyaramugali,378212
FC1757,IN0910005763,PHC Jaurahi,378202
FC1764,IN0910027966,PHC Luktara,378206
FC1762,IN0910027967,PHC Hathauda,378210
FC1758,IN0910005606,PHC Korrahi,378225
FC1768,IN0910005608,PHC Kairry,378224
FC1769,IN0910005609,PHC Kusuma,378221
FC1767,IN0910005610,PHC Dabhani,378222
FC1766,IN0910005742,PHC Bisandi,378226
FC1770,IN0910005781,PHC Sathi,378223
FC1772,IN0910005835,PHC Gadriya,379840
FC1773,IN0910005738,PHC Sindhankalan,379837
FC1771,IN0910005803,PHC Chandwara,379838
FC1776,IN0910025012,PHC Ingua,378490
FC1777,IN0910005713,PHC Jamu,378488
FC1754,IN0910005718,PHC Kamasin,0
FC1775,IN0910005731,PHC Berraon,379842
FC1778,IN0910005743,PHC Lohra,378489
FC1779,IN0910005821,PHC Badokhar Bujurg,378200
FC1784,IN0910005620,PHC Nandwara,378195
FC1782,IN0910005659,PHC Khurhand,378189
FC1781,IN0910005662,PHC Dewrar,378197
FC1795,IN0910005736,PHC Mahua,378187
FC1783,IN0910027961,PHC Nai,378192
FC1786,IN0910005816,PHC Farehgunj,378241
FC1785,IN0910005614,PHC Badaosa,378242
FC1793,IN0910005633,PHC Tera B,378244
FC1788,IN0910005642,PHC Kalinjar,431694
FC1791,IN0910005643,PHC Pukari,378237
FC1792,IN0910005650,PHC Sadha,378240
FC1787,IN0910005678,PHC Gudhakala,378238
FC1794,IN0910005741,PHC Persaunda,378236
FC1753,IN0910005746,PHC Pailani,378235
FC1755,IN0910005808,PHC Tindwari,378233
FC1848,IN0910006070,PHC Bhikharpur,420749
FC26026,IN0910006069,PHC Kotwa Sadhak,420748
FC1844,IN0910006071,PHC Patkhanpurwa,420753
FC1796,IN0910006012,PHC Renduwa Palhari,420606
FC1797,IN0910006035,PHC Ghazipur,420755
FC1799,IN0910011764,PHC Kotwa Dham,420754
FC1798,IN0910011783,PHC Khajuri,420746
FC26027,IN0910006024,PHC Dewa Main,420645
FC1801,IN0910006027,PHC Udwatpur,420614
FC1845,IN0910011715,PHC Mittai,420612
FC1800,IN0910011736,PHC Tindola,420613
FC1803,IN0910006023,PHC Majhgawan,420723
FC1802,IN0910006030,PHC Belhara,420724
FC1846,IN0910006116,PHC Subeha,420764
FC1806,IN0910006001,PHC Thalwara,420765
